confirmed_cases,confirmed_case_rate,critical_rate,deaths,death_rate,age_group,date,date.1,new_confirmed_cases
3355,13.31,0.12,4.0,0.9,40-49,2020-10-18,2020-10-18,14
3370,13.33,0.12,4.0,0.9,40-49,2020-10-19,2020-10-19,15
3382,13.35,0.12,4.0,0.89,40-49,2020-10-20,2020-10-20,12
3400,13.37,0.12,4.0,0.89,40-49,2020-10-21,2020-10-21,18
3418,13.38,0.12,4.0,0.88,40-49,2020-10-22,2020-10-22,18
3439,13.38,0.12,4.0,0.88,40-49,2020-10-23,2020-10-23,21
3448,13.38,0.12,4.0,0.88,40-49,2020-10-24,2020-10-24,9
3459,13.39,0.12,4.0,0.88,40-49,2020-10-25,2020-10-25,11
3481,13.41,0.11,4.0,0.88,40-49,2020-10-26,2020-10-26,22
3495,13.42,0.11,4.0,0.87,40-49,2020-10-27,2020-10-27,14
3512,13.43,0.11,4.0,0.87,40-49,2020-10-28,2020-10-28,17
3526,13.42,0.11,4.0,0.87,40-49,2020-10-29,2020-10-29,14
3545,13.44,0.11,4.0,0.86,40-49,2020-10-30,2020-10-30,19
3563,13.44,0.11,4.0,0.86,40-49,2020-10-31,2020-10-31,18
3588,13.47,0.11,4.0,0.86,40-49,2020-11-01,2020-11-01,25
3607,13.49,0.11,4.0,0.85,40-49,2020-11-02,2020-11-02,19
3613,13.48,0.11,4.0,0.85,40-49,2020-11-03,2020-11-03,6
3624,13.46,0.11,4.0,0.84,40-49,2020-11-04,2020-11-04,11
3647,13.48,0.11,4.0,0.84,40-49,2020-11-05,2020-11-05,23
3673,13.51,0.11,4.0,0.84,40-49,2020-11-06,2020-11-06,26
3694,13.54,0.11,4.0,0.84,40-49,2020-11-07,2020-11-07,21
3716,13.55,0.11,4.0,0.84,40-49,2020-11-08,2020-11-08,22
3735,13.56,0.11,4.0,0.83,40-49,2020-11-09,2020-11-09,19
3746,13.55,0.11,4.0,0.82,40-49,2020-11-10,2020-11-10,11
3758,13.52,0.11,4.0,0.82,40-49,2020-11-11,2020-11-11,12
3780,13.53,0.11,4.0,0.82,40-49,2020-11-12,2020-11-12,22
3804,13.52,0.11,4.0,0.82,40-49,2020-11-13,2020-11-13,24
3833,13.53,0.1,4.0,0.81,40-49,2020-11-14,2020-11-14,29
3860,13.52,0.1,4.0,0.81,40-49,2020-11-15,2020-11-15,27
3889,13.52,0.1,4.0,0.81,40-49,2020-11-16,2020-11-16,29
3925,13.54,0.1,4.0,0.81,40-49,2020-11-17,2020-11-17,36
3976,13.58,0.1,4.0,0.81,40-49,2020-11-18,2020-11-18,51
4028,13.61,0.1,4.0,0.8,40-49,2020-11-19,2020-11-19,52
4081,13.62,0.1,4.0,0.8,40-49,2020-11-20,2020-11-20,53
4137,13.64,0.1,4.0,0.8,40-49,2020-11-21,2020-11-21,56
4201,13.7,0.1,4.0,0.79,40-49,2020-11-22,2020-11-22,64
4250,13.74,0.09,4.0,0.79,40-49,2020-11-23,2020-11-23,49
4310,13.77,0.09,4.0,0.78,40-49,2020-11-24,2020-11-24,60
4385,13.85,0.09,4.0,0.78,40-49,2020-11-25,2020-11-25,75
4478,13.88,0.09,4.0,0.78,40-49,2020-11-26,2020-11-26,93
4574,13.94,0.09,4.0,0.78,40-49,2020-11-27,2020-11-27,96
4669,14.02,0.09,4.0,0.77,40-49,2020-11-28,2020-11-28,95
4738,14.03,0.08,4.0,0.76,40-49,2020-11-29,2020-11-29,69
4796,14.02,0.08,4.0,0.76,40-49,2020-11-30,2020-11-30,58
4859,14.02,0.1,5.0,0.95,40-49,2020-12-01,2020-12-01,63
4938,14.04,0.1,5.0,0.95,40-49,2020-12-02,2020-12-02,79
5031,14.09,0.1,5.0,0.95,40-49,2020-12-03,2020-12-03,93
5120,14.09,0.1,5.0,0.93,40-49,2020-12-04,2020-12-04,89
5197,14.08,0.1,5.0,0.93,40-49,2020-12-05,2020-12-05,77
5270,14.04,0.09,5.0,0.92,40-49,2020-12-06,2020-12-06,73
5343,14.0,0.09,5.0,0.91,40-49,2020-12-07,2020-12-07,73
5424,14.0,0.09,5.0,0.91,40-49,2020-12-08,2020-12-08,81
5520,14.01,0.09,5.0,0.9,40-49,2020-12-09,2020-12-09,96
5612,14.0,0.09,5.0,0.89,40-49,2020-12-10,2020-12-10,92
5714,14.01,0.09,5.0,0.87,40-49,2020-12-11,2020-12-11,102
5857,14.04,0.09,5.0,0.87,40-49,2020-12-12,2020-12-12,143
6007,14.05,0.08,5.0,0.86,40-49,2020-12-13,2020-12-13,150
6126,14.09,0.08,5.0,0.85,40-49,2020-12-14,2020-12-14,119
6251,14.09,0.08,5.0,0.83,40-49,2020-12-15,2020-12-15,125
6393,14.07,0.09,6.0,0.98,40-49,2020-12-16,2020-12-16,142
6534,14.07,0.09,6.0,0.95,40-49,2020-12-17,2020-12-17,141
6668,14.03,0.09,6.0,0.93,40-49,2020-12-18,2020-12-18,134
6821,14.05,0.09,6.0,0.91,40-49,2020-12-19,2020-12-19,153
6974,14.05,0.09,6.0,0.89,40-49,2020-12-20,2020-12-20,153
7098,14.03,0.08,6.0,0.86,40-49,2020-12-21,2020-12-21,124
7222,14.04,0.08,6.0,0.83,40-49,2020-12-22,2020-12-22,124
7365,14.02,0.08,6.0,0.81,40-49,2020-12-23,2020-12-23,143
7498,14.01,0.08,6.0,0.79,40-49,2020-12-24,2020-12-24,133
7695,14.05,0.09,7.0,0.91,40-49,2020-12-25,2020-12-25,197
7873,14.09,0.09,7.0,0.88,40-49,2020-12-26,2020-12-26,178
8032,14.13,0.09,7.0,0.87,40-49,2020-12-27,2020-12-27,159
8152,14.14,0.09,7.0,0.85,40-49,2020-12-28,2020-12-28,120
8324,14.18,0.08,7.0,0.81,40-49,2020-12-29,2020-12-29,172
8487,14.2,0.08,7.0,0.8,40-49,2020-12-30,2020-12-30,163
8621,14.2,0.08,7.0,0.78,40-49,2020-12-31,2020-12-31,134
8775,14.21,0.08,7.0,0.76,40-49,2021-01-01,2021-01-01,154
8880,14.19,0.08,7.0,0.74,40-49,2021-01-02,2021-01-02,105
8969,14.18,0.08,7.0,0.73,40-49,2021-01-03,2021-01-03,89
9141,14.23,0.08,7.0,0.71,40-49,2021-01-04,2021-01-04,172
9255,14.25,0.08,7.0,0.7,40-49,2021-01-05,2021-01-05,114
9365,14.23,0.09,8.0,0.78,40-49,2021-01-06,2021-01-06,110
9520,14.28,0.08,8.0,0.76,40-49,2021-01-07,2021-01-07,155
9604,14.26,0.08,8.0,0.74,40-49,2021-01-08,2021-01-08,84
9693,14.26,0.08,8.0,0.73,40-49,2021-01-09,2021-01-09,89
9785,14.25,0.09,9.0,0.8,40-49,2021-01-10,2021-01-10,92
9846,14.25,0.09,9.0,0.79,40-49,2021-01-11,2021-01-11,61
9937,14.27,0.09,9.0,0.77,40-49,2021-01-12,2021-01-12,91
10019,14.27,0.09,9.0,0.76,40-49,2021-01-13,2021-01-13,82
10104,14.29,0.09,9.0,0.75,40-49,2021-01-14,2021-01-14,85
10184,14.3,0.09,9.0,0.74,40-49,2021-01-15,2021-01-15,80
10263,14.29,0.09,9.0,0.73,40-49,2021-01-16,2021-01-16,79
10345,14.3,0.09,9.0,0.72,40-49,2021-01-17,2021-01-17,82
10411,14.32,0.09,9.0,0.71,40-49,2021-01-18,2021-01-18,66
10483,14.34,0.09,9.0,0.7,40-49,2021-01-19,2021-01-19,72
10541,14.34,0.09,9.0,0.69,40-49,2021-01-20,2021-01-20,58
10594,14.33,0.08,9.0,0.68,40-49,2021-01-21,2021-01-21,53
10646,14.34,0.08,9.0,0.68,40-49,2021-01-22,2021-01-22,52
10705,14.33,0.09,10.0,0.75,40-49,2021-01-23,2021-01-23,59
10765,14.34,0.09,10.0,0.74,40-49,2021-01-24,2021-01-24,60
10811,14.32,0.09,10.0,0.74,40-49,2021-01-25,2021-01-25,46
10861,14.32,0.09,10.0,0.73,40-49,2021-01-26,2021-01-26,50
10946,14.32,0.09,10.0,0.73,40-49,2021-01-27,2021-01-27,85
11026,14.33,0.09,10.0,0.72,40-49,2021-01-28,2021-01-28,80
11100,14.34,0.09,10.0,0.71,40-49,2021-01-29,2021-01-29,74
11167,14.35,0.09,10.0,0.71,40-49,2021-01-30,2021-01-30,67
11212,14.34,0.09,10.0,0.7,40-49,2021-01-31,2021-01-31,45
11251,14.33,0.09,10.0,0.7,40-49,2021-02-01,2021-02-01,39
11303,14.34,0.11,12.0,0.84,40-49,2021-02-02,2021-02-02,52
11395,14.37,0.11,12.0,0.83,40-49,2021-02-03,2021-02-03,92
11471,14.38,0.1,12.0,0.83,40-49,2021-02-04,2021-02-04,76
11514,14.37,0.1,12.0,0.82,40-49,2021-02-05,2021-02-05,43
11574,14.37,0.1,12.0,0.82,40-49,2021-02-06,2021-02-06,60
11618,14.36,0.1,12.0,0.82,40-49,2021-02-07,2021-02-07,44
11671,14.38,0.1,12.0,0.81,40-49,2021-02-08,2021-02-08,53
11723,14.39,0.1,12.0,0.81,40-49,2021-02-09,2021-02-09,52
11793,14.4,0.1,12.0,0.81,40-49,2021-02-10,2021-02-10,70
11858,14.39,0.1,12.0,0.8,40-49,2021-02-11,2021-02-11,65
11905,14.37,0.1,12.0,0.8,40-49,2021-02-12,2021-02-12,47
11954,14.37,0.1,12.0,0.79,40-49,2021-02-13,2021-02-13,49
11994,14.36,0.1,12.0,0.79,40-49,2021-02-14,2021-02-14,40
12041,14.36,0.1,12.0,0.79,40-49,2021-02-15,2021-02-15,47
12119,14.37,0.1,12.0,0.78,40-49,2021-02-16,2021-02-16,78
12207,14.37,0.1,12.0,0.78,40-49,2021-02-17,2021-02-17,88
12285,14.36,0.1,12.0,0.78,40-49,2021-02-18,2021-02-18,78
12364,14.36,0.1,12.0,0.77,40-49,2021-02-19,2021-02-19,79
12433,14.36,0.1,12.0,0.77,40-49,2021-02-20,2021-02-20,69
12477,14.34,0.1,12.0,0.77,40-49,2021-02-21,2021-02-21,44
12505,14.32,0.1,12.0,0.77,40-49,2021-02-22,2021-02-22,28
12552,14.32,0.1,12.0,0.76,40-49,2021-02-23,2021-02-23,47
12617,14.32,0.1,12.0,0.76,40-49,2021-02-24,2021-02-24,65
12684,14.33,0.09,12.0,0.76,40-49,2021-02-25,2021-02-25,67
12738,14.33,0.09,12.0,0.76,40-49,2021-02-26,2021-02-26,54
12800,14.33,0.1,13.0,0.82,40-49,2021-02-27,2021-02-27,62
12855,14.34,0.11,14.0,0.87,40-49,2021-02-28,2021-02-28,55
12900,14.33,0.11,14.0,0.87,40-49,2021-03-01,2021-03-01,45
12952,14.33,0.11,14.0,0.87,40-49,2021-03-02,2021-03-02,52
13033,14.35,0.11,14.0,0.87,40-49,2021-03-03,2021-03-03,81
13107,14.37,0.11,14.0,0.86,40-49,2021-03-04,2021-03-04,74
13180,14.38,0.11,14.0,0.86,40-49,2021-03-05,2021-03-05,73
13245,14.39,0.11,14.0,0.86,40-49,2021-03-06,2021-03-06,65
13298,14.38,0.11,14.0,0.86,40-49,2021-03-07,2021-03-07,53
13346,14.38,0.1,14.0,0.85,40-49,2021-03-08,2021-03-08,48
13429,14.4,0.1,14.0,0.85,40-49,2021-03-09,2021-03-09,83
13498,14.4,0.1,14.0,0.85,40-49,2021-03-10,2021-03-10,69
13573,14.41,0.1,14.0,0.85,40-49,2021-03-11,2021-03-11,75
13640,14.41,0.1,14.0,0.84,40-49,2021-03-12,2021-03-12,67
13715,14.41,0.1,14.0,0.84,40-49,2021-03-13,2021-03-13,75
13789,14.42,0.1,14.0,0.84,40-49,2021-03-14,2021-03-14,74
13842,14.42,0.1,14.0,0.84,40-49,2021-03-15,2021-03-15,53
13891,14.41,0.1,14.0,0.83,40-49,2021-03-16,2021-03-16,49
13976,14.43,0.1,14.0,0.83,40-49,2021-03-17,2021-03-17,85
14058,14.45,0.1,14.0,0.83,40-49,2021-03-18,2021-03-18,82
14133,14.46,0.1,14.0,0.83,40-49,2021-03-19,2021-03-19,75
14204,14.47,0.1,14.0,0.83,40-49,2021-03-20,2021-03-20,71
14276,14.47,0.1,14.0,0.83,40-49,2021-03-21,2021-03-21,72
14343,14.48,0.1,14.0,0.82,40-49,2021-03-22,2021-03-22,67
14396,14.48,0.1,14.0,0.82,40-49,2021-03-23,2021-03-23,53
14462,14.49,0.1,14.0,0.82,40-49,2021-03-24,2021-03-24,66
14530,14.49,0.1,14.0,0.82,40-49,2021-03-25,2021-03-25,68
14614,14.5,0.1,14.0,0.82,40-49,2021-03-26,2021-03-26,84
14692,14.51,0.1,14.0,0.81,40-49,2021-03-27,2021-03-27,78
14755,14.5,0.09,14.0,0.81,40-49,2021-03-28,2021-03-28,63
14822,14.51,0.09,14.0,0.81,40-49,2021-03-29,2021-03-29,67
14906,14.53,0.09,14.0,0.81,40-49,2021-03-30,2021-03-30,84
15007,14.56,0.09,14.0,0.81,40-49,2021-03-31,2021-03-31,101
15088,14.56,0.09,14.0,0.81,40-49,2021-04-01,2021-04-01,81
15173,14.56,0.09,14.0,0.81,40-49,2021-04-02,2021-04-02,85
15270,14.58,0.09,14.0,0.8,40-49,2021-04-03,2021-04-03,97
15350,14.58,0.09,14.0,0.8,40-49,2021-04-04,2021-04-04,80
15423,14.58,0.09,14.0,0.8,40-49,2021-04-05,2021-04-05,73
15505,14.6,0.09,14.0,0.8,40-49,2021-04-06,2021-04-06,82
15619,14.61,0.09,14.0,0.8,40-49,2021-04-07,2021-04-07,114
15729,14.62,0.09,14.0,0.8,40-49,2021-04-08,2021-04-08,110
15854,14.64,0.09,14.0,0.79,40-49,2021-04-09,2021-04-09,125
15980,14.67,0.09,14.0,0.79,40-49,2021-04-10,2021-04-10,126
16070,14.67,0.09,14.0,0.79,40-49,2021-04-11,2021-04-11,90
16164,14.68,0.09,14.0,0.79,40-49,2021-04-12,2021-04-12,94
16244,14.68,0.09,14.0,0.79,40-49,2021-04-13,2021-04-13,80
16358,14.68,0.09,14.0,0.79,40-49,2021-04-14,2021-04-14,114
16476,14.7,0.08,14.0,0.78,40-49,2021-04-15,2021-04-15,118
16586,14.71,0.08,14.0,0.78,40-49,2021-04-16,2021-04-16,110
16695,14.72,0.08,14.0,0.78,40-49,2021-04-17,2021-04-17,109
16804,14.73,0.08,14.0,0.78,40-49,2021-04-18,2021-04-18,109
16882,14.73,0.08,14.0,0.78,40-49,2021-04-19,2021-04-19,78
16993,14.75,0.08,14.0,0.78,40-49,2021-04-20,2021-04-20,111
17121,14.77,0.08,14.0,0.78,40-49,2021-04-21,2021-04-21,128
17253,14.79,0.08,14.0,0.77,40-49,2021-04-22,2021-04-22,132
17372,14.79,0.08,14.0,0.77,40-49,2021-04-23,2021-04-23,119
17484,14.79,0.08,14.0,0.77,40-49,2021-04-24,2021-04-24,112
17577,14.78,0.08,14.0,0.77,40-49,2021-04-25,2021-04-25,93
17654,14.79,0.08,14.0,0.77,40-49,2021-04-26,2021-04-26,77
17733,14.79,0.08,14.0,0.77,40-49,2021-04-27,2021-04-27,79
17853,14.8,0.08,14.0,0.77,40-49,2021-04-28,2021-04-28,120
17959,14.8,0.08,14.0,0.77,40-49,2021-04-29,2021-04-29,106
18068,14.81,0.08,14.0,0.77,40-49,2021-04-30,2021-04-30,109
18178,14.82,0.08,14.0,0.76,40-49,2021-05-01,2021-05-01,110
18269,14.82,0.08,14.0,0.76,40-49,2021-05-02,2021-05-02,91
18356,14.84,0.08,14.0,0.76,40-49,2021-05-03,2021-05-03,87
18439,14.84,0.08,14.0,0.76,40-49,2021-05-04,2021-05-04,83
18555,14.85,0.08,14.0,0.76,40-49,2021-05-05,2021-05-05,116
18659,14.87,0.08,14.0,0.76,40-49,2021-05-06,2021-05-06,104
18729,14.86,0.07,14.0,0.75,40-49,2021-05-07,2021-05-07,70
18841,14.87,0.07,14.0,0.75,40-49,2021-05-08,2021-05-08,112
18913,14.86,0.07,14.0,0.75,40-49,2021-05-09,2021-05-09,72
18985,14.86,0.07,14.0,0.75,40-49,2021-05-10,2021-05-10,72
19086,14.88,0.08,15.0,0.8,40-49,2021-05-11,2021-05-11,101
19199,14.89,0.08,15.0,0.8,40-49,2021-05-12,2021-05-12,113
19326,14.91,0.08,15.0,0.79,40-49,2021-05-13,2021-05-13,127
19459,14.93,0.08,15.0,0.79,40-49,2021-05-14,2021-05-14,133
19570,14.93,0.08,15.0,0.79,40-49,2021-05-15,2021-05-15,111
19664,14.93,0.08,15.0,0.79,40-49,2021-05-16,2021-05-16,94
19761,14.94,0.08,15.0,0.79,40-49,2021-05-17,2021-05-17,97
19842,14.94,0.08,15.0,0.79,40-49,2021-05-18,2021-05-18,81
19947,14.95,0.08,15.0,0.78,40-49,2021-05-19,2021-05-19,105
20071,14.97,0.07,15.0,0.78,40-49,2021-05-20,2021-05-20,124
20171,14.98,0.07,15.0,0.78,40-49,2021-05-21,2021-05-21,100
20284,14.99,0.07,15.0,0.78,40-49,2021-05-22,2021-05-22,113
20382,14.99,0.07,15.0,0.78,40-49,2021-05-23,2021-05-23,98
20474,15.0,0.07,15.0,0.78,40-49,2021-05-24,2021-05-24,92
20566,15.01,0.07,15.0,0.77,40-49,2021-05-25,2021-05-25,92
20693,15.03,0.07,15.0,0.77,40-49,2021-05-26,2021-05-26,127
20793,15.03,0.07,15.0,0.77,40-49,2021-05-27,2021-05-27,100
20908,15.05,0.07,15.0,0.77,40-49,2021-05-28,2021-05-28,115
21002,15.06,0.07,15.0,0.77,40-49,2021-05-29,2021-05-29,94
21073,15.06,0.07,15.0,0.77,40-49,2021-05-30,2021-05-30,71
21138,15.06,0.07,15.0,0.77,40-49,2021-05-31,2021-05-31,65
21206,15.06,0.07,15.0,0.76,40-49,2021-06-01,2021-06-01,68
21339,15.08,0.07,15.0,0.76,40-49,2021-06-02,2021-06-02,133
21460,15.1,0.07,15.0,0.76,40-49,2021-06-03,2021-06-03,121
21589,15.11,0.07,15.0,0.76,40-49,2021-06-04,2021-06-04,129
21708,15.12,0.07,15.0,0.76,40-49,2021-06-05,2021-06-05,119
21821,15.14,0.07,15.0,0.76,40-49,2021-06-06,2021-06-06,113
21905,15.15,0.07,15.0,0.76,40-49,2021-06-07,2021-06-07,84
21988,15.15,0.07,15.0,0.76,40-49,2021-06-08,2021-06-08,83
22132,15.19,0.07,15.0,0.76,40-49,2021-06-09,2021-06-09,144
22263,15.22,0.07,15.0,0.76,40-49,2021-06-10,2021-06-10,131
22358,15.22,0.07,15.0,0.76,40-49,2021-06-11,2021-06-11,95
22472,15.24,0.07,15.0,0.76,40-49,2021-06-12,2021-06-12,114
22547,15.25,0.07,15.0,0.76,40-49,2021-06-13,2021-06-13,75
22624,15.26,0.07,15.0,0.75,40-49,2021-06-14,2021-06-14,77
22697,15.27,0.07,15.0,0.75,40-49,2021-06-15,2021-06-15,73
22806,15.29,0.07,15.0,0.75,40-49,2021-06-16,2021-06-16,109
22899,15.29,0.07,15.0,0.75,40-49,2021-06-17,2021-06-17,93
22993,15.3,0.07,15.0,0.75,40-49,2021-06-18,2021-06-18,94
23077,15.31,0.06,15.0,0.75,40-49,2021-06-19,2021-06-19,84
23151,15.32,0.06,15.0,0.75,40-49,2021-06-20,2021-06-20,74
23225,15.33,0.06,15.0,0.75,40-49,2021-06-21,2021-06-21,74
23301,15.34,0.06,15.0,0.75,40-49,2021-06-22,2021-06-22,76
23420,15.35,0.06,15.0,0.75,40-49,2021-06-23,2021-06-23,119
23545,15.37,0.06,15.0,0.75,40-49,2021-06-24,2021-06-24,125
23649,15.38,0.06,15.0,0.75,40-49,2021-06-25,2021-06-25,104
23754,15.38,0.06,15.0,0.75,40-49,2021-06-26,2021-06-26,105
23873,15.39,0.06,15.0,0.75,40-49,2021-06-27,2021-06-27,119
23961,15.4,0.06,15.0,0.74,40-49,2021-06-28,2021-06-28,88
24057,15.4,0.06,15.0,0.74,40-49,2021-06-29,2021-06-29,96
24225,15.43,0.06,15.0,0.74,40-49,2021-06-30,2021-06-30,168
24363,15.45,0.06,15.0,0.74,40-49,2021-07-01,2021-07-01,138
24521,15.47,0.06,15.0,0.74,40-49,2021-07-02,2021-07-02,158
24664,15.48,0.06,15.0,0.74,40-49,2021-07-03,2021-07-03,143
24823,15.51,0.06,15.0,0.74,40-49,2021-07-04,2021-07-04,159
24956,15.52,0.06,15.0,0.74,40-49,2021-07-05,2021-07-05,133
25104,15.54,0.06,15.0,0.74,40-49,2021-07-06,2021-07-06,148
25330,15.56,0.06,15.0,0.74,40-49,2021-07-07,2021-07-07,226
25549,15.58,0.06,15.0,0.74,40-49,2021-07-08,2021-07-08,219
25784,15.59,0.06,15.0,0.74,40-49,2021-07-09,2021-07-09,235
26041,15.62,0.06,15.0,0.74,40-49,2021-07-10,2021-07-10,257
26275,15.64,0.06,15.0,0.73,40-49,2021-07-11,2021-07-11,234
26463,15.65,0.06,15.0,0.73,40-49,2021-07-12,2021-07-12,188
26670,15.66,0.06,15.0,0.73,40-49,2021-07-13,2021-07-13,207
26948,15.68,0.06,15.0,0.73,40-49,2021-07-14,2021-07-14,278
27240,15.7,0.06,15.0,0.73,40-49,2021-07-15,2021-07-15,292
27508,15.72,0.06,16.0,0.78,40-49,2021-07-16,2021-07-16,268
27752,15.72,0.06,16.0,0.78,40-49,2021-07-17,2021-07-17,244
27999,15.73,0.06,16.0,0.78,40-49,2021-07-18,2021-07-18,247
28202,15.74,0.06,16.0,0.78,40-49,2021-07-19,2021-07-19,203
28445,15.76,0.06,16.0,0.78,40-49,2021-07-20,2021-07-20,243
28766,15.78,0.06,16.0,0.78,40-49,2021-07-21,2021-07-21,321
29096,15.8,0.05,16.0,0.78,40-49,2021-07-22,2021-07-22,330
29367,15.81,0.05,16.0,0.77,40-49,2021-07-23,2021-07-23,271
29640,15.82,0.05,16.0,0.77,40-49,2021-07-24,2021-07-24,273
29884,15.83,0.05,16.0,0.77,40-49,2021-07-25,2021-07-25,244
30101,15.83,0.05,16.0,0.77,40-49,2021-07-26,2021-07-26,217
30340,15.84,0.05,16.0,0.77,40-49,2021-07-27,2021-07-27,239
30665,16.72,0.05,16.0,0.77,40-49,2021-07-28,2021-07-28,325
30960,15.87,0.05,17.0,0.82,40-49,2021-07-29,2021-07-29,295
31269,15.89,0.05,17.0,0.81,40-49,2021-07-30,2021-07-30,309
31533,15.9,0.05,17.0,0.81,40-49,2021-07-31,2021-07-31,264
31771,15.9,0.05,17.0,0.81,40-49,2021-08-01,2021-08-01,238
31990,15.92,0.05,17.0,0.81,40-49,2021-08-02,2021-08-02,219
32188,15.92,0.05,17.0,0.81,40-49,2021-08-03,2021-08-03,198
32468,15.92,0.05,17.0,0.81,40-49,2021-08-04,2021-08-04,280
32758,15.93,0.05,17.0,0.81,40-49,2021-08-05,2021-08-05,290
33013,15.92,0.05,18.0,0.85,40-49,2021-08-06,2021-08-06,255
33290,15.91,0.05,18.0,0.85,40-49,2021-08-07,2021-08-07,277
33539,15.9,0.05,18.0,0.85,40-49,2021-08-08,2021-08-08,249
33754,15.89,0.05,18.0,0.85,40-49,2021-08-09,2021-08-09,215
34012,15.9,0.06,19.0,0.89,40-49,2021-08-10,2021-08-10,258
34354,15.89,0.06,19.0,0.89,40-49,2021-08-11,2021-08-11,342
34633,15.87,0.05,19.0,0.89,40-49,2021-08-12,2021-08-12,279
34932,15.87,0.05,19.0,0.89,40-49,2021-08-13,2021-08-13,299
35208,15.85,0.05,19.0,0.88,40-49,2021-08-14,2021-08-14,276
35484,15.85,0.05,19.0,0.88,40-49,2021-08-15,2021-08-15,276
35705,15.84,0.06,20.0,0.92,40-49,2021-08-16,2021-08-16,221
35931,15.84,0.06,20.0,0.92,40-49,2021-08-17,2021-08-17,226
36227,15.84,0.06,20.0,0.92,40-49,2021-08-18,2021-08-18,296
36576,15.85,0.05,20.0,0.91,40-49,2021-08-19,2021-08-19,349
36913,15.85,0.05,20.0,0.91,40-49,2021-08-20,2021-08-20,337
37209,15.85,0.05,20.0,0.91,40-49,2021-08-21,2021-08-21,296
37473,15.85,0.06,21.0,0.95,40-49,2021-08-22,2021-08-22,264
37737,15.87,0.06,21.0,0.95,40-49,2021-08-23,2021-08-23,264
37998,15.88,0.06,21.0,0.94,40-49,2021-08-24,2021-08-24,261
38353,15.89,0.05,21.0,0.94,40-49,2021-08-25,2021-08-25,355
38654,15.89,0.06,22.0,0.97,40-49,2021-08-26,2021-08-26,301
38943,15.89,0.06,22.0,0.97,40-49,2021-08-27,2021-08-27,289
39202,15.88,0.06,22.0,0.97,40-49,2021-08-28,2021-08-28,259
39438,15.87,0.06,22.0,0.97,40-49,2021-08-29,2021-08-29,236
39666,15.86,0.06,22.0,0.96,40-49,2021-08-30,2021-08-30,228
39888,15.87,0.06,22.0,0.96,40-49,2021-08-31,2021-08-31,222
40224,15.87,0.06,23.0,1.0,40-49,2021-09-01,2021-09-01,336
40528,15.87,0.06,23.0,1.0,40-49,2021-09-02,2021-09-02,304
40840,15.88,0.06,23.0,1.0,40-49,2021-09-03,2021-09-03,312
41146,15.89,0.06,23.0,0.99,40-49,2021-09-04,2021-09-04,306
41410,15.9,0.06,23.0,0.99,40-49,2021-09-05,2021-09-05,264
41652,15.91,0.06,24.0,1.03,40-49,2021-09-06,2021-09-06,242
41951,15.93,0.06,24.0,1.03,40-49,2021-09-07,2021-09-07,299
42331,15.95,0.06,25.0,1.07,40-49,2021-09-08,2021-09-08,380
42698,15.96,0.06,25.0,1.07,40-49,2021-09-09,2021-09-09,367
43016,15.97,0.06,25.0,1.06,40-49,2021-09-10,2021-09-10,318
43323,15.97,0.06,25.0,1.06,40-49,2021-09-11,2021-09-11,307
43613,15.98,0.06,25.0,1.06,40-49,2021-09-12,2021-09-12,290
43870,15.99,0.06,25.0,1.06,40-49,2021-09-13,2021-09-13,257
44123,15.99,0.06,25.0,1.06,40-49,2021-09-14,2021-09-14,253
44497,16.01,0.06,25.0,1.05,40-49,2021-09-15,2021-09-15,374
44841,16.02,0.06,25.0,1.05,40-49,2021-09-16,2021-09-16,344
45186,16.03,0.06,26.0,1.09,40-49,2021-09-17,2021-09-17,345
45558,16.04,0.06,27.0,1.13,40-49,2021-09-18,2021-09-18,372
45924,16.06,0.06,29.0,1.21,40-49,2021-09-19,2021-09-19,366
46222,16.08,0.06,29.0,1.2,40-49,2021-09-20,2021-09-20,298
46547,16.09,0.06,29.0,1.2,40-49,2021-09-21,2021-09-21,325
46865,16.11,0.06,29.0,1.2,40-49,2021-09-22,2021-09-22,318
47171,16.12,0.06,29.0,1.19,40-49,2021-09-23,2021-09-23,306
47618,16.14,0.06,29.0,1.19,40-49,2021-09-24,2021-09-24,447
48130,16.13,0.06,30.0,1.23,40-49,2021-09-25,2021-09-25,512
48538,16.12,0.06,30.0,1.22,40-49,2021-09-26,2021-09-26,408
48900,16.11,0.07,32.0,1.3,40-49,2021-09-27,2021-09-27,362
49245,16.1,0.06,32.0,1.3,40-49,2021-09-28,2021-09-28,345
49687,16.09,0.07,33.0,1.33,40-49,2021-09-29,2021-09-29,442
50047,16.08,0.07,33.0,1.33,40-49,2021-09-30,2021-09-30,360
50410,16.07,0.07,33.0,1.32,40-49,2021-10-01,2021-10-01,363
50784,16.07,0.07,34.0,1.36,40-49,2021-10-02,2021-10-02,374
51118,16.07,0.07,34.0,1.36,40-49,2021-10-03,2021-10-03,334
51393,16.07,0.07,34.0,1.35,40-49,2021-10-04,2021-10-04,275
51655,16.07,0.07,35.0,1.39,40-49,2021-10-05,2021-10-05,262
51983,16.08,0.07,37.0,1.46,40-49,2021-10-06,2021-10-06,328
52372,16.07,0.07,37.0,1.45,40-49,2021-10-07,2021-10-07,389
52677,16.06,0.07,37.0,1.45,40-49,2021-10-08,2021-10-08,305
53009,16.07,0.07,37.0,1.45,40-49,2021-10-09,2021-10-09,332
